-3.609683659014025769e-01,2.102620900650546520e+00,-1.639274420933384269e-01,1.001233034399528492e+02
7.449482247740601970e-02,-1.561911477225238265e+00,-1.004618377370307680e+00,-1.605214380676691519e+02
-1.626175079464325490e+00,-9.664480921512887956e-01,4.414284718597350499e-01,-1.787063140223522169e+02
6.939958347794481508e-01,1.556226797475897872e+00,9.798429309407156174e-01,2.504051858180508248e+02
-6.531863802433761357e-02,-5.451467568158618882e-01,-7.299198870859719968e-01,-1.167991106582864518e+02
4.775725581890626348e-01,1.114956195855838939e+00,-3.553155105590101726e-01,9.248094761938649810e+01
-2.377340754400583567e+00,1.805066929129462983e-01,-2.808030445893662908e+00,-3.556358822670081281e+02
-5.181634121005388449e-01,9.859709430556403698e-01,-6.758534987282877049e-01,-9.048512438587051676e+00
-7.137914305146599858e-01,-7.072388728165558414e-01,-9.848813153274291188e-02,-1.357908236383938743e+02
1.649841213889543745e+00,-8.405573232688200447e-01,-3.051854713289915422e-01,8.653008771167675661e+01
2.978446510109223344e-01,-9.323005218554784868e-02,-9.916120573144199257e-01,-4.089319069787838146e+01
-5.684689673216744010e-01,1.948250817217674458e+00,-4.134877922917533088e-01,3.927643483812087766e+01
9.170084944186476239e-01,-2.291021498913592136e-01,5.603199632206008474e-01,7.410552084773422621e+01
8.786896884578471179e-02,1.085132374704196323e+00,-7.701027091365349186e-02,1.149654340272866335e+02
-2.313354607622867543e-01,-6.224735724591597963e-01,-7.114158641913259293e-03,-8.443471765874539869e+01
1.509226299903785762e+00,-1.418916582256542491e-01,-1.913580059620106077e-01,1.051621099007504938e+02
3.887766478977778828e-01,8.722990677326720732e-01,-8.152221434474492545e-01,7.922865375595382886e+01
-5.847706762317113061e-01,-2.746322967377113344e-01,7.315859064791306599e-02,-4.131277451579656201e+01
-5.885300466165854782e-01,1.246761864681500409e+00,-3.103316157193587443e-01,5.905542543037096692e+01
-6.084257588754323764e-01,-6.680655677163878092e-01,-7.175144893739386909e-01,-1.338345099069237563e+02
2.265546942994624557e-01,5.496420875308395404e-01,-8.252965381583913240e-01,3.602406511514047338e+01
-2.422726463564545352e+00,1.723797517914542610e-01,-1.212252035381670978e-01,-2.245202308777824669e+02
-9.494809448026622634e-03,8.060574905082495967e-01,-5.981456563040328245e-01,8.799063701232347512e+01
-5.913402810482349947e-01,1.795413372143171427e-01,1.022103643846577065e-01,-3.888714951312338286e+01
2.391078639162439456e-01,-6.300726302440201598e-01,1.541101965070503121e+00,6.642978878014440625e+01
6.705800693151028335e-01,-1.125442363161232029e+00,-3.225823158021132731e-01,-5.014488597949583237e+01
9.206347510755754637e-01,1.523377077165242455e-01,-3.731467449518092172e-01,8.394099458114465051e+01
1.140056018258157611e+00,-8.042086554528746767e-01,-2.225312600412541197e+00,-8.051467723617429328e+01
6.333804975676073923e-01,1.978259554553185307e-01,1.515349358618806930e+00,1.610060314857056198e+02
5.163262786013156358e-01,7.346167843735705860e-01,3.067574856466870337e-01,1.459368660783143525e+02
-2.746565424022501811e-01,-9.699503505221074295e-01,2.151728856082732566e+00,4.159490310040423111e+01
2.517230436560651818e-01,8.823372780392233494e-01,-2.269894231945829635e-02,1.376412258490653642e+02
1.352170875350949375e+00,6.720491186036218201e-01,1.152300839054205328e+00,2.034704078359652328e+02
-3.711215687783663841e-01,1.777032154832463462e+00,2.021671350087385355e-01,1.296452090924345555e+02
3.604544521123005940e-01,1.538649869192198594e+00,1.399615387486028428e+00,2.643489985171627268e+02
-7.781406450707800682e-02,2.549051419379420036e-01,-1.986774049126436292e+00,-8.696221563668760268e+01
-4.122124941393581210e-01,-2.023296317683044576e-01,-8.114695892061388749e-01,-5.118493039535678690e+01
6.279240076077732269e-01,1.070173027396732923e+00,1.244258978344427335e+00,1.766783328153800596e+02
1.148177327457660546e+00,1.712860096511591657e+00,7.687163654995149420e-01,3.262883673218166223e+02
1.542360284147628491e+00,8.973296297879281846e-01,-1.240754283465832275e+00,1.778758240020224548e+02
4.931860672806955698e-02,-1.383055256045573111e+00,1.091356918899435424e+00,-7.940730906976000369e+01
9.070202153118399613e-01,1.478438573411455348e+00,2.922188506193115209e-01,2.040248309460566531e+02
-1.064245406280099338e-01,1.627553456505882901e+00,4.999153705349746457e-01,1.497363908235157055e+02
-2.061235878097558982e-01,1.187678021919644999e+00,6.053881418508272327e-01,1.196911299313652250e+02
9.768305807893362669e-01,1.605234289698669103e+00,7.199000878999067821e-01,2.483010503465729641e+02
1.775465929053750669e+00,-5.321618800751918288e-01,-9.226342173984837247e-01,9.559391965763028054e+01
7.551076222711257391e-02,9.795591199781585878e-01,4.417524489091426698e-01,1.511022633184676636e+02
1.220855044574801873e+00,5.485711422441491569e-01,-7.466446458866387026e-01,1.152631773454361337e+02
7.105201121274623555e-01,-4.159130920694907863e-01,3.969772252000953183e-01,5.728653120955681999e+01
8.341793326319222324e-01,-1.582832534521359191e+00,-7.180804381071578257e-01,-6.384566475360794158e+01
9.263305252153646308e-01,-1.272745175093774161e+00,6.695284804806704571e-02,-1.822823175410474050e+01
-1.752782902232234319e+00,9.243855672189402739e-01,-2.193797644689722826e-01,-1.128051373759539757e+02
-1.634621585471669025e+00,1.509995307340615822e+00,-1.179286403409432582e+00,-6.511950013919751257e+01
-7.321318167489032636e-01,-4.906656978848391026e-01,-5.467445839120909090e-01,-1.309688224580240501e+02
-3.215504003547165618e-02,1.609264689028645723e+00,8.252485421810650257e-01,1.457737640198315319e+02
-1.382702146129289877e-01,3.589075644960734168e-01,5.474930148300098942e-01,7.939048723424855325e+01
4.461217677278343507e-01,1.200700690802607662e+00,-3.626950155324216163e-01,1.476455748106267833e+02
7.678548202943384637e-02,-2.687297192940224733e+00,1.170890993477652353e+00,-1.303027852747586621e+02
6.302173079045214621e-01,-5.875505169732978539e-01,7.135418770357062623e-01,5.579528340919313933e+01
-1.455431480976872027e+00,-4.872419914333740998e-01,-2.968345045142566363e-01,-2.121642132213806349e+02
5.709104311549825228e-01,-1.047189504042491226e+00,-6.010324151071415599e-01,-1.267766517962522244e+01
-7.623176272565189426e-02,-3.146482883405666287e-01,1.611891252207477310e+00,2.783380628491671871e+01
-9.411097595465488519e-01,1.947731503128721675e+00,-1.264629064238975253e+00,-9.074870426928596245e+00
-1.106907288105967446e-01,1.598997840632814027e+00,7.043265842815835676e-01,1.998297428661085178e+02
-1.783853599294550119e+00,-1.341964602494102543e+00,6.251496128293974053e-01,-2.726741195196588592e+02
-2.114876013153240475e+00,1.146378090960019636e+00,-9.669515564006121722e-02,-1.345301029899948446e+02
-6.599388021820266070e-01,1.915328933994098870e+00,-2.341593890269082767e-01,7.142187583298259312e+01
1.418871974100740507e+00,-9.339739413115780708e-01,-7.010171977489640938e-01,2.182330956280279111e+01
4.992395156241285353e-02,-4.179767920885564814e-01,-1.132840245059724138e+00,-9.667737983430316717e+01
-1.408808059693880343e+00,-3.177964925966262344e-01,7.598298923087803969e-02,-1.569246564186794615e+02
-7.414657540997560137e-01,1.951038761818860157e-01,1.570879898378612749e+00,6.621579226478208113e+01
-9.943076522327476408e-02,-9.901734426622031959e-01,3.806312933471793780e-01,-4.700934599456033425e+01
-5.083648206814306292e-01,1.593956227295914907e+00,-1.871756832058601716e-01,6.573727604551987724e+01
1.397726836363855751e+00,-7.046764782533064819e-01,-1.171749996287229978e+00,1.501815794784939051e+01
9.968903406669424871e-01,-3.521336704494945624e-01,4.515606502803217737e-01,1.270362164115424122e+02
-1.252780765273087349e+00,1.593263592270003137e+00,-1.831875705000342247e+00,-1.134391479948836832e+02
-4.119535358000532554e-02,-1.830291318906003273e+00,8.627335875651190866e-01,-8.034884720410100556e+01
1.383929534191634447e+00,1.489255104184449952e+00,-2.100475914557827117e+00,1.360720459964211670e+02
8.217488617578957433e-01,-4.349165880418149333e-01,2.455849139671889836e-01,7.783965110618143513e+01
1.411515509369981880e-01,-7.884083891431722391e-01,6.033360187017805520e-01,-2.387089072176190285e+01
1.200287245136969494e+00,1.401826797151912052e+00,4.547290644722061792e-01,2.875365970590522124e+02
-8.705558526242754835e-01,-1.207623207927094766e+00,-6.416439890198532003e-01,-1.558074911904866440e+02
1.398968982886393375e+00,4.293022575410172514e-01,-1.835069820386393769e+00,8.012366481210462155e+01
